Gender,Age,Interest/Hobby,Gift Recommendation
Male,39,Cooking,"Cast Iron Skillet, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,39,Fashion,"Leather Briefcase, Wallet, Watch, Sunglasses, Backpack"
Male,39,Fitness,"Smart Fitness Band, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,39,Gardening,"Smart Indoor Herb Garden, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,39,Photography,"Camera Tripod, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,39,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Male,39,Technology,"Wireless Charging Station, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,39,Travel,"Noise Canceling Headphones, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,40,Cooking,"Air Fryer, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,40,Fashion,"Premium Handbag, Wallet, Watch, Sunglasses, Backpack"
Male,40,Fitness,"Yoga Mat & Roller Set, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,40,Gardening,"Ergonomic Gardening Tools, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,40,Photography,"Professional Camera Bag, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,40,Reading,"Kindle Paperwhite, Bookmark Set, Novel, Book Light, Book Cover"
Male,40,Technology,"Tablet Device, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,40,Travel,"Travel Neck Pillow Kit, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,41,Cooking,"Espresso Machine, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,41,Fashion,"Elegant Jewelry Set, Wallet, Watch, Sunglasses, Backpack"
Male,41,Fitness,"Adjustable Dumbbells, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,41,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,41,Photography,"Lens Cleaning Kit, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,41,Reading,"Leather-bound Classic Book, Bookmark Set, Novel, Book Light, Book Cover"
Male,41,Technology,"Smart Home Assistant, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,41,Travel,"Hardshell Travel Luggage, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,42,Cooking,"Cast Iron Skillet, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,42,Fashion,"Leather Briefcase, Wallet, Watch, Sunglasses, Backpack"
Male,42,Fitness,"Smart Fitness Band, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,42,Gardening,"Smart Indoor Herb Garden, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,42,Photography,"Camera Tripod, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,42,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Male,42,Technology,"Wireless Charging Station, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,42,Travel,"Noise Canceling Headphones, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,43,Cooking,"Air Fryer, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,43,Fashion,"Premium Handbag, Wallet, Watch, Sunglasses, Backpack"
Male,43,Fitness,"Yoga Mat & Roller Set, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,43,Gardening,"Ergonomic Gardening Tools, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,43,Photography,"Professional Camera Bag, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,43,Reading,"Kindle Paperwhite, Bookmark Set, Novel, Book Light, Book Cover"
Male,43,Technology,"Tablet Device, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,43,Travel,"Travel Neck Pillow Kit, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,44,Cooking,"Espresso Machine, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,44,Fashion,"Elegant Jewelry Set, Wallet, Watch, Sunglasses, Backpack"
Male,44,Fitness,"Adjustable Dumbbells, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,44,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,44,Photography,"Lens Cleaning Kit, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,44,Reading,"Leather-bound Classic Book, Bookmark Set, Novel, Book Light, Book Cover"
Male,44,Technology,"Smart Home Assistant, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,44,Travel,"Hardshell Travel Luggage, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,45,Cooking,"Cast Iron Skillet, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,45,Fashion,"Leather Briefcase, Wallet, Watch, Sunglasses, Backpack"
Male,45,Fitness,"Smart Fitness Band, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,45,Gardening,"Smart Indoor Herb Garden, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,45,Photography,"Camera Tripod, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,45,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Male,45,Technology,"Wireless Charging Station, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,45,Travel,"Noise Canceling Headphones, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,46,Cooking,"Air Fryer, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,46,Fashion,"Premium Handbag, Wallet, Watch, Sunglasses, Backpack"
Male,46,Fitness,"Yoga Mat & Roller Set, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,46,Gardening,"Ergonomic Gardening Tools, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,46,Photography,"Professional Camera Bag, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,46,Reading,"Kindle Paperwhite, Bookmark Set, Novel, Book Light, Book Cover"
Male,46,Technology,"Tablet Device, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,46,Travel,"Travel Neck Pillow Kit, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,47,Cooking,"Espresso Machine, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,47,Fashion,"Elegant Jewelry Set, Wallet, Watch, Sunglasses, Backpack"
Male,47,Fitness,"Adjustable Dumbbells, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,47,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,47,Photography,"Lens Cleaning Kit, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,47,Reading,"Leather-bound Classic Book, Bookmark Set, Novel, Book Light, Book Cover"
Male,47,Technology,"Smart Home Assistant, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,47,Travel,"Hardshell Travel Luggage, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,48,Cooking,"Cast Iron Skillet, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,48,Fashion,"Leather Briefcase, Wallet, Watch, Sunglasses, Backpack"
Male,48,Fitness,"Smart Fitness Band, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,48,Gardening,"Smart Indoor Herb Garden, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,48,Photography,"Camera Tripod, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,48,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Male,48,Technology,"Wireless Charging Station, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,48,Travel,"Noise Canceling Headphones, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,49,Cooking,"Air Fryer, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,49,Fashion,"Premium Handbag, Wallet, Watch, Sunglasses, Backpack"
Male,49,Fitness,"Yoga Mat & Roller Set, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,49,Gardening,"Ergonomic Gardening Tools, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,49,Photography,"Professional Camera Bag, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,49,Reading,"Kindle Paperwhite, Bookmark Set, Novel, Book Light, Book Cover"
Male,49,Technology,"Tablet Device, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,49,Travel,"Travel Neck Pillow Kit, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,50,Cooking,"Espresso Machine, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,50,Fashion,"Elegant Jewelry Set, Wallet, Watch, Sunglasses, Backpack"
Male,50,Fitness,"Adjustable Dumbbells, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,50,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,50,Photography,"Lens Cleaning Kit, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,50,Reading,"Leather-bound Classic Book, Bookmark Set, Novel, Book Light, Book Cover"
Male,50,Technology,"Smart Home Assistant, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,50,Travel,"Hardshell Travel Luggage, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,51,Cooking,"Cast Iron Skillet, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,51,Fashion,"Leather Briefcase, Wallet, Watch, Sunglasses, Backpack"
Male,51,Fitness,"Smart Fitness Band, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,51,Gardening,"Smart Indoor Herb Garden, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,51,Photography,"Camera Tripod, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,51,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Male,51,Technology,"Wireless Charging Station, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,51,Travel,"Noise Canceling Headphones, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,52,Cooking,"Air Fryer, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,52,Fashion,"Premium Handbag, Wallet, Watch, Sunglasses, Backpack"
Male,52,Fitness,"Yoga Mat & Roller Set, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,52,Gardening,"Ergonomic Gardening Tools, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,52,Photography,"Professional Camera Bag, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,52,Reading,"Kindle Paperwhite, Bookmark Set, Novel, Book Light, Book Cover"
Male,52,Technology,"Tablet Device, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,52,Travel,"Travel Neck Pillow Kit, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,53,Cooking,"Espresso Machine, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,53,Fashion,"Elegant Jewelry Set, Wallet, Watch, Sunglasses, Backpack"
Male,53,Fitness,"Adjustable Dumbbells, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,53,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,53,Photography,"Lens Cleaning Kit, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,53,Reading,"Leather-bound Classic Book, Bookmark Set, Novel, Book Light, Book Cover"
Male,53,Technology,"Smart Home Assistant, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,53,Travel,"Hardshell Travel Luggage, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,54,Cooking,"Cast Iron Skillet, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,54,Fashion,"Leather Briefcase, Wallet, Watch, Sunglasses, Backpack"
Male,54,Fitness,"Smart Fitness Band, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,54,Gardening,"Smart Indoor Herb Garden, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,54,Photography,"Camera Tripod, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,54,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Male,54,Technology,"Wireless Charging Station, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,54,Travel,"Noise Canceling Headphones, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,55,Cooking,"Air Fryer, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,55,Fashion,"Premium Handbag, Wallet, Watch, Sunglasses, Backpack"
Male,55,Fitness,"Yoga Mat & Roller Set, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Male,55,Gardening,"Ergonomic Gardening Tools, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,55,Photography,"Professional Camera Bag, Photo Album, Tripod, Lens Cloth, Camera Strap"
Male,55,Reading,"Kindle Paperwhite, Bookmark Set, Novel, Book Light, Book Cover"
Male,55,Technology,"Tablet Device, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,55,Travel,"Travel Neck Pillow Kit, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Male,56,Art,"Watercolor Paint Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Male,56,Cooking,"Engraved Wooden Cutting Board, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,56,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,56,Music,"TV Soundbar Upgrade, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Male,56,Reading,"Large Print Novel Book, Bookmark Set, Novel, Book Light, Book Cover"
Male,56,Technology,"Tablet with Stand, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,57,Art,"Adult Coloring Book & Pencil Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Male,57,Cooking,"Premium Olive Oil Set, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,57,Gardening,"Raised Garden Bed Planter, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,57,Music,"Classic Vinyl Record Compilation, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Male,57,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Male,57,Technology,"Key Finder Bluetooth Tracker, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,58,Art,"Watercolor Paint Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Male,58,Cooking,"Electric Wine Opener, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,58,Gardening,"Heavy-Duty Garden Kneeler, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,58,Music,"TV Soundbar Upgrade, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Male,58,Reading,"Magnifying Reading Glass, Bookmark Set, Novel, Book Light, Book Cover"
Male,58,Technology,"Digital Photo Frame, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,59,Art,"Adult Coloring Book & Pencil Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Male,59,Cooking,"Engraved Wooden Cutting Board, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,59,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,59,Music,"Classic Vinyl Record Compilation, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Male,59,Reading,"Large Print Novel Book, Bookmark Set, Novel, Book Light, Book Cover"
Male,59,Technology,"Tablet with Stand, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,60,Art,"Watercolor Paint Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Male,60,Cooking,"Premium Olive Oil Set, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,60,Gardening,"Raised Garden Bed Planter, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,60,Music,"TV Soundbar Upgrade, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Male,60,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Male,60,Technology,"Key Finder Bluetooth Tracker, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,61,Art,"Adult Coloring Book & Pencil Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Male,61,Cooking,"Electric Wine Opener, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,61,Gardening,"Heavy-Duty Garden Kneeler, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,61,Music,"Classic Vinyl Record Compilation, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Male,61,Reading,"Magnifying Reading Glass, Bookmark Set, Novel, Book Light, Book Cover"
Male,61,Technology,"Digital Photo Frame, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,62,Art,"Watercolor Paint Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Male,62,Cooking,"Engraved Wooden Cutting Board, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,62,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,62,Music,"TV Soundbar Upgrade, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Male,62,Reading,"Large Print Novel Book, Bookmark Set, Novel, Book Light, Book Cover"
Male,62,Technology,"Tablet with Stand, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,63,Art,"Adult Coloring Book & Pencil Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Male,63,Cooking,"Premium Olive Oil Set, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,63,Gardening,"Raised Garden Bed Planter, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,63,Music,"Classic Vinyl Record Compilation, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Male,63,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Male,63,Technology,"Key Finder Bluetooth Tracker, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,64,Art,"Watercolor Paint Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Male,64,Cooking,"Electric Wine Opener, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,64,Gardening,"Heavy-Duty Garden Kneeler, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,64,Music,"TV Soundbar Upgrade, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Male,64,Reading,"Magnifying Reading Glass, Bookmark Set, Novel, Book Light, Book Cover"
Male,64,Technology,"Digital Photo Frame, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,65,Art,"Adult Coloring Book & Pencil Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Male,65,Cooking,"Engraved Wooden Cutting Board, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,65,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,65,Music,"Classic Vinyl Record Compilation, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Male,65,Reading,"Large Print Novel Book, Bookmark Set, Novel, Book Light, Book Cover"
Male,65,Technology,"Tablet with Stand, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,66,Art,"Watercolor Paint Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Male,66,Cooking,"Premium Olive Oil Set, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,66,Gardening,"Raised Garden Bed Planter, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,66,Music,"TV Soundbar Upgrade, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Male,66,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Male,66,Technology,"Key Finder Bluetooth Tracker, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,67,Art,"Adult Coloring Book & Pencil Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Male,67,Cooking,"Electric Wine Opener, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,67,Gardening,"Heavy-Duty Garden Kneeler, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,67,Music,"Classic Vinyl Record Compilation, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Male,67,Reading,"Magnifying Reading Glass, Bookmark Set, Novel, Book Light, Book Cover"
Male,67,Technology,"Digital Photo Frame, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,68,Art,"Watercolor Paint Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Male,68,Cooking,"Engraved Wooden Cutting Board, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,68,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,68,Music,"TV Soundbar Upgrade, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Male,68,Reading,"Large Print Novel Book, Bookmark Set, Novel, Book Light, Book Cover"
Male,68,Technology,"Tablet with Stand, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,69,Art,"Adult Coloring Book & Pencil Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Male,69,Cooking,"Premium Olive Oil Set, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,69,Gardening,"Raised Garden Bed Planter, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,69,Music,"Classic Vinyl Record Compilation, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Male,69,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Male,69,Technology,"Key Finder Bluetooth Tracker, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Male,70,Art,"Watercolor Paint Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Male,70,Cooking,"Electric Wine Opener, Recipe Book, Apron, Spice Set, Kitchen Towels"
Male,70,Gardening,"Heavy-Duty Garden Kneeler, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Male,70,Music,"TV Soundbar Upgrade, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Male,70,Reading,"Magnifying Reading Glass, Bookmark Set, Novel, Book Light, Book Cover"
Male,70,Technology,"Digital Photo Frame, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,1,Drawing,"Water Doodle Mat, Sketch Book, Color Pencils, Marker Set, Art Apron"
Female,1,Fashion,"Cute dresses, Colorful Socks, Cotton clothes, Wallet, Watch"
Female,1,Music,"Musical Toy, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,1,Toys,"Stuffed Toys, Puzzle, Building Blocks, Toy Car, Plush Toy"
Female,2,Drawing,"Finger Paint Kit, Sketch Book, Color Pencils, Marker Set, Art Apron"
Female,2,Fashion,"Hair accessories, Wallet, Watch, Sunglasses, Backpack"
Female,2,Music,"Baby Xylophone, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,2,Toys,"Stuffed Toys, Puzzle, Building Blocks, Toy Car, Plush Toy"
Female,2,Toys,"Musical Toys, Puzzle, Building Blocks, Toy Car, Plush Toy"
Female,2,Fashion,"cute jacket, sandals, Colorful Socks, Wallet, Watch"
Female,3,Drawing,"Coloring Book, Sketch Book, Color Pencils, Marker Set, Art Apron"
Female,3,Music,"Rattle Drum Set, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,3,Toys,"Tea Party Set, Barbie Doll, Barbie Doll, Plush Animal Set, Puzzle"
Female,3,Fashion,"Cute Hoodie, Fashionable Dress, Sneakers, Wallet, Watch"
Female,4,Art,"Clay Modeling Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,4,Fashion,"Kids sunglasses, cap, kids handbags, Wallet, Watch"
Female,4,Drawing,"Washable Markers Set, Sketch Book, Color Pencils, Marker Set, Art Apron"
Female,4,Music,"Toy Keyboard, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,4,Reading,"Story Books, Bookmark Set, Novel, Book Light, Book Cover"
Female,4,Sports,"Bicycle, Sports Bottle, Sports Bag, Cap, Training Cones"
Female,4,Toys,"Kitchen Play Set, Doll house Set, Home Play Set, Puzzle, Building Blocks"
Female,5,Art,"DIY Craft Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,5,Drawing,"Coloring Set, Sketch Book, Color Pencils, Marker Set, Art Apron"
Female,5,Music,"Kids Karaoke Mic, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,5,Fashion,"cap, Kids sunglasses, kids handbags, Fashionable Dress, Wallet"
Female,5,Reading,"Comic Book, Bookmark Set, Novel, Book Light, Book Cover"
Female,5,Sports,"Cricket Bat, Sports Bottle, Sports Bag, Cap, Training Cones"
Female,5,Toys,"Makeup Toy Set, Puzzle, Building Blocks, Toy Car, Plush Toy"
Female,6,Art,"Clay Modeling Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,6,Drawing,"Crayons and Sketchpad, Sketch Book, Color Pencils, Marker Set, Art Apron"
Female,6,Music,"Toy Keyboard, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,6,Reading,"Illustrated Encyclopedia, Bookmark Set, Novel, Book Light, Book Cover"
Female,6,Sports,"Football, Sports Bottle, Sports Bag, Cap, Training Cones"
Female,6,Fashion,"cap, Wallet, Watch, Sunglasses, Backpack"
Female,6,Fashion,"Kids sunglasses, Wallet, Watch, Sunglasses, Backpack"
Female,6,Fashion,"kids handbags, Wallet, Watch, Sunglasses, Backpack"
Female,6,Fashion,"Fashionable Dress, Wallet, Watch, Sunglasses, Backpack"
Female,6,Toys,"Barbie Doll, Puzzle, Building Blocks, Toy Car, Plush Toy"
Female,6,Toys,"Kitchen Play Set, Puzzle, Building Blocks, Toy Car, Plush Toy"
Female,7,Art,"DIY Craft Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,7,Drawing,"Washable Markers Set, Sketch Book, Color Pencils, Marker Set, Art Apron"
Female,7,Music,"Kids Karaoke Mic, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,7,Reading,"Story Books, Bookmark Set, Novel, Book Light, Book Cover"
Female,7,Fashion,"cap, Wallet, Watch, Sunglasses, Backpack"
Female,7,Fashion,"clothes, Wallet, Watch, Sunglasses, Backpack"
Female,7,Fashion,"sandals, Wallet, Watch, Sunglasses, Backpack"
Female,7,Sports,"Skateboard, Sports Bottle, Sports Bag, Cap, Training Cones"
Female,7,Toys,"Stuffed Toys, Puzzle, Building Blocks, Toy Car, Plush Toy"
Female,7,Toys,"Board Game, Puzzle, Building Blocks, Toy Car, Plush Toy"
Female,7,Toys,"Home Play Set, Puzzle, Building Blocks, Toy Car, Plush Toy"
Female,8,Art,"Clay Modeling Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,8,Drawing,"Coloring Set, Sketch Book, Color Pencils, Marker Set, Art Apron"
Female,8,Music,"Toy Keyboard, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,8,Reading,"Comic Book, Bookmark Set, Novel, Book Light, Book Cover"
Female,8,Sports,"Bicycle, Sports Bottle, Sports Bag, Cap, Training Cones"
Female,8,Fashion,"cap, Wallet, Watch, Sunglasses, Backpack"
Female,8,Fashion,"Kids sunglasses, Wallet, Watch, Sunglasses, Backpack"
Female,8,Fashion,"kids handbags, Wallet, Watch, Sunglasses, Backpack"
Female,8,Fashion,"Fashionable Dress, Wallet, Watch, Sunglasses, Backpack"
Female,9,Art,"DIY Craft Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,9,Drawing,"Crayons and Sketchpad, Sketch Book, Color Pencils, Marker Set, Art Apron"
Female,9,Music,"Kids Karaoke Mic, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,9,Reading,"Illustrated Encyclopedia, Bookmark Set, Novel, Book Light, Book Cover"
Female,9,Sports,"Cricket Bat, Sports Bottle, Sports Bag, Cap, Training Cones"
Female,9,Fashion,"jeans, Wallet, Watch, Sunglasses, Backpack"
Female,9,Fashion,"tshirt, Wallet, Watch, Sunglasses, Backpack"
Female,9,Fashion,"hoodie, Wallet, Watch, Sunglasses, Backpack"
